,Metabolites,Concentration,Group
2170,Allantoin,845,1
2171,Allantoin,846,1
2172,Allantoin,847,1
2173,Allantoin,848,1
2174,Allantoin,849,1
2175,Allantoin,850,1
2176,Allantoin,851,1
2177,Allantoin,852,1
2178,Allantoin,853,1
2179,Allantoin,854,1
2180,Allantoin,855,1
2181,Allantoin,856,1
2182,Allantoin,857,1
2183,Allantoin,858,1
2184,Allantoin,859,1
2185,Allantoin,860,1
2186,Allantoin,861,1
2187,Allantoin,862,1
2188,Allantoin,863,1
2189,Allantoin,864,1
2190,Allantoin,865,1
2191,Allantoin,866,1
2192,Allantoin,867,1
2193,Allantoin,868,1
2194,Allantoin,869,1
2195,Allantoin,870,1
2196,Allantoin,871,1
2197,Allantoin,872,1
2198,Allantoin,873,1
2199,Allantoin,874,1
2200,Allantoin,875,1
2201,Allantoin,876,1
2202,Allantoin,877,1
2203,Allantoin,878,1
2204,Allantoin,879,1
2205,Allantoin,880,1
2206,Allantoin,881,1
2207,Allantoin,882,1
2208,Allantoin,883,1
2209,Allantoin,884,1
2210,Allantoin,885,1
2211,Allantoin,886,1
2212,Allantoin,887,1
2213,Allantoin,888,1
2214,Allantoin,889,1
2215,Allantoin,890,1
2216,Allantoin,891,1
2217,Allantoin,892,1
2218,Allantoin,893,1
2219,Allantoin,894,1
2220,Allantoin,895,1
2221,Allantoin,896,1
2222,Allantoin,897,1
2223,Allantoin,898,1
2224,Allantoin,899,1
2225,Allantoin,900,1
2226,Allantoin,901,1
2227,Allantoin,902,1
2228,Allantoin,903,1
2229,Allantoin,904,1
2230,Allantoin,905,1
2231,Allantoin,906,1
2232,Allantoin,907,1
2233,Allantoin,908,1
2234,Allantoin,909,1
2235,Allantoin,910,1
2236,Allantoin,911,1
2237,Allantoin,912,1
2238,Allantoin,913,1
2239,Allantoin,914,1
2240,Allantoin,915,1
2241,Allantoin,916,1
2242,Allantoin,917,1
2243,Allantoin,918,1
2244,Allantoin,919,1
2245,Allantoin,920,1
2246,Allantoin,921,1
2247,Allantoin,922,1
2248,Allantoin,923,1
2249,Allantoin,924,1
2250,Allantoin,925,1
2251,Allantoin,926,1
2252,Allantoin,927,1
2253,Allantoin,928,1
2254,Allantoin,929,1
2255,Allantoin,930,1
2256,Allantoin,931,1
2257,Allantoin,932,1
2258,Allantoin,933,1
2259,Allantoin,934,1
2260,Allantoin,935,1
2261,Allantoin,936,1
2262,Allantoin,937,1
2263,Allantoin,938,1
2264,Allantoin,939,1
2265,Allantoin,940,1
2266,Allantoin,941,1
2267,Allantoin,942,1
2268,Allantoin,943,1
2269,Allantoin,944,1
2270,Allantoin,945,1
2271,Allantoin,946,1
2272,Allantoin,947,1
2273,Allantoin,948,1
2274,Allantoin,949,1
2275,Allantoin,950,1
2276,Allantoin,951,1
2277,Allantoin,952,1
2278,Allantoin,953,1
2279,Allantoin,954,1
2280,Allantoin,955,1
2281,Allantoin,956,1
2282,Allantoin,957,1
2283,Allantoin,958,1
2284,Allantoin,959,1
2285,Allantoin,960,1
2286,Allantoin,961,1
2287,Allantoin,962,1
2288,Allantoin,963,1
2289,Allantoin,964,1
2290,Allantoin,965,1
2291,Allantoin,966,1
2292,Allantoin,967,1
2293,Allantoin,968,1
2294,Allantoin,969,1
2295,Allantoin,970,1
2296,Allantoin,971,1
2297,Allantoin,972,1
2298,Allantoin,973,1
2299,Allantoin,974,1
2300,Allantoin,975,1
2301,Allantoin,976,1
2302,Allantoin,977,1
2303,Allantoin,978,1
2304,Allantoin,979,1
2305,Allantoin,980,1
2306,Allantoin,981,1
2307,Allantoin,982,1
2308,Allantoin,983,1
2309,Allantoin,984,1
2310,Allantoin,985,1
2311,Allantoin,986,1
2312,Allantoin,987,1
2313,Allantoin,988,1
2314,Allantoin,989,1
2315,Allantoin,990,1
2316,Allantoin,991,1
2317,Allantoin,992,1
2318,Allantoin,993,1
2319,Allantoin,994,1
2320,Allantoin,995,1
2321,Allantoin,996,1
2322,Allantoin,997,1
2323,Allantoin,998,1
2324,Allantoin,999,1
2325,Allantoin,1000,1
2326,Allantoin,1001,1
2327,Allantoin,1002,1
2328,Allantoin,1003,1
2329,Allantoin,1004,1
2330,Allantoin,1005,1
2331,Allantoin,1006,1
2332,Allantoin,1007,1
2333,Allantoin,1008,1
2334,Allantoin,1009,1
2335,Allantoin,1010,1
2336,Allantoin,1011,1
2337,Allantoin,1012,1
2338,Allantoin,1013,1
2339,Allantoin,1014,1
2340,Allantoin,1015,1
2341,Allantoin,1016,1
2342,Allantoin,1017,1
2343,Allantoin,1018,1
2344,Allantoin,1019,1
2345,Allantoin,1020,1
2346,Allantoin,1021,1
2347,Allantoin,1022,1
2348,Allantoin,1023,1
2349,Allantoin,1024,1
2350,Betaine,21,1
2351,Betaine,22,1
2352,Betaine,23,1
2353,Betaine,24,1
2354,Betaine,25,1
2355,Carnitine,37,1
2356,Carnitine,38,1
2357,Carnitine,39,1
2358,Carnitine,40,1
2359,Carnitine,41,1
2360,Carnitine,42,1
2361,Carnitine,43,1
2362,Carnitine,44,1
2363,Carnitine,45,1
2364,Choline,22,1
2365,Choline,23,1
2366,Choline,24,1
2367,Choline,25,1
2368,Choline,26,1
2369,Creatine,621,1
2370,Creatine,622,1
2371,Creatine,623,1
2372,Creatine,624,1
2373,Creatine,625,1
2374,Creatine,626,1
2375,Creatine,627,1
2376,Creatine,628,1
2377,Creatine,629,1
2378,Creatine,630,1
2379,Creatine,631,1
2380,Creatine,632,1
2381,Creatine,633,1
2382,Creatine,634,1
2383,Creatine,635,1
2384,Creatine,636,1
2385,Creatine,637,1
2386,Creatine,638,1
2387,Creatine,639,1
2388,Creatine,640,1
2389,Creatine,641,1
2390,Creatine,642,1
2391,Creatine,643,1
2392,Creatine,644,1
2393,Creatine,645,1
2394,Creatine,646,1
2395,Creatine,647,1
2396,Creatine,648,1
2397,Creatine,649,1
2398,Creatine,650,1
2399,Creatine,651,1
2400,Creatine,652,1
2401,Creatine,653,1
2402,Creatine,654,1
2403,Creatine,655,1
2404,Creatine,656,1
2405,Creatine,657,1
2406,Creatine,658,1
2407,Creatine,659,1
2408,Creatine,660,1
2409,Creatine,661,1
2410,Creatine,662,1
2411,Creatine,663,1
2412,Creatine,664,1
2413,Creatine,665,1
2414,Creatine,666,1
2415,Creatine,667,1
2416,Creatine,668,1
2417,Creatine,669,1
2418,Creatine,670,1
2419,Creatine,671,1
2420,Creatine,672,1
2421,Creatine,673,1
2422,Creatine,674,1
2423,Creatine,675,1
2424,Creatine,676,1
2425,Creatine,677,1
2426,Creatine,678,1
2427,Creatine,679,1
2428,Creatine,680,1
2429,Creatine,681,1
2430,Creatine,682,1
2431,Creatine,683,1
2432,Creatine,684,1
2433,Creatine,685,1
2434,Creatine,686,1
2435,Creatine,687,1
2436,Creatine,688,1
2437,Creatine,689,1
2438,Creatine,690,1
2439,Creatine,691,1
2440,Creatine,692,1
2441,Creatine,693,1
2442,Creatine,694,1
2443,Creatine,695,1
2444,Creatine,696,1
2445,Creatine,697,1
2446,Creatine,698,1
2447,Creatine,699,1
2448,Creatine,700,1
2449,Creatine,701,1
2450,Creatine,702,1
2451,Creatine,703,1
2452,Creatine,704,1
2453,Creatine,705,1
2454,Creatine,706,1
2455,Creatine,707,1
2456,Creatine,708,1
2457,Creatine,709,1
2458,Creatine,710,1
2459,Creatine,711,1
2460,Creatine,712,1
2461,Creatine,713,1
2462,Creatine,714,1
2463,Creatine,715,1
2464,Creatine,716,1
2465,Creatine,717,1
2466,Creatine,718,1
2467,Creatine,719,1
2468,Creatine,720,1
2469,Creatine,721,1
2470,Creatine,722,1
2471,Creatine,723,1
2472,Creatine,724,1
2473,Creatine,725,1
2474,Creatine,726,1
2475,Creatine,727,1
2476,Creatine,728,1
2477,Creatine,729,1
2478,Creatine,730,1
2479,Creatine,731,1
2480,Creatine,732,1
2481,Creatine,733,1
2482,Creatine,734,1
2483,Creatine,735,1
2484,Creatine,736,1
2485,Creatine,737,1
2486,Creatine,738,1
2487,Creatine,739,1
2488,Creatine,740,1
2489,Creatine,741,1
2490,Creatine,742,1
2491,Creatine,743,1
2492,Creatine,744,1
2493,Creatine,745,1
2494,Creatine,746,1
2495,Creatine,747,1
2496,Creatine,748,1
2497,Creatine,749,1
2498,Creatine,750,1
2499,Creatine,751,1
2500,Creatine,752,1
2501,Creatine,753,1
2502,Creatine,754,1
2503,Creatine,755,1
2504,Creatine,756,1
2505,Creatine,757,1
2506,Creatine,758,1
2507,Creatine,759,1
2508,Dimethylamine,42,1
2509,Dimethylamine,43,1
2510,Dimethylamine,44,1
2511,Dimethylamine,45,1
2512,Dimethylamine,46,1
2513,Dimethylamine,47,1
2514,Dimethylamine,48,1
2515,Dimethylamine,49,1
2516,Dimethylamine,50,1
2517,Dimethylamine,51,1
2518,Dimethylamine,52,1
2519,Formate,46,1
2520,Formate,47,1
2521,Formate,48,1
2522,Formate,49,1
2523,Formate,50,1
2524,Formate,51,1
2525,Formate,52,1
2526,Formate,53,1
2527,Formate,54,1
2528,Formate,55,1
2529,Formate,56,1
2530,Glucose,159,1
2531,Glucose,160,1
2532,Glucose,161,1
2533,Glucose,162,1
2534,Glucose,163,1
2535,Glucose,164,1
2536,Glucose,165,1
2537,Glucose,166,1
2538,Glucose,167,1
2539,Glucose,168,1
2540,Glucose,169,1
2541,Glucose,170,1
2542,Glucose,171,1
2543,Glucose,172,1
2544,Glucose,173,1
2545,Glucose,174,1
2546,Glucose,175,1
2547,Glucose,176,1
2548,Glucose,177,1
2549,Glucose,178,1
2550,Glucose,179,1
2551,Glucose,180,1
2552,Glucose,181,1
2553,Glucose,182,1
2554,Glucose,183,1
2555,Glucose,184,1
2556,Glucose,185,1
2557,Glucose,186,1
2558,Glucose,187,1
2559,Glucose,188,1
2560,Glucose,189,1
2561,Glucose,190,1
2562,Glucose,191,1
2563,Glucose,192,1
2564,Glucose,193,1
2565,Glucose,194,1
2566,Glucose,195,1
2567,Glycerol,43,1
2568,Glycerol,44,1
2569,Glycerol,45,1
2570,Glycerol,46,1
2571,Glycerol,47,1
2572,Glycerol,48,1
2573,Glycerol,49,1
2574,Glycerol,50,1
2575,Glycerol,51,1
2576,Glycerol,52,1
2577,Glycerol,53,1
2578,Glycine,23,1
2579,Glycine,24,1
2580,Glycine,25,1
2581,Glycine,26,1
2582,Glycine,27,1
2583,Glycine,28,1
2584,Glycine,29,1
2585,Guanidoacetate,56,1
2586,Guanidoacetate,57,1
2587,Guanidoacetate,58,1
2588,Guanidoacetate,59,1
2589,Guanidoacetate,60,1
2590,Guanidoacetate,61,1
2591,Guanidoacetate,62,1
2592,Guanidoacetate,63,1
2593,Guanidoacetate,64,1
2594,Guanidoacetate,65,1
2595,Guanidoacetate,66,1
2596,Guanidoacetate,67,1
2597,Guanidoacetate,68,1
2598,Hippurate,9,1
2599,Hippurate,10,1
2600,Hippurate,11,1
2601,Histidine,6,1
2602,Histidine,7,1
2603,Histidine,8,1
2604,Isoleucine,3,1
2605,Isopropanol,1107,1
2606,Isopropanol,1108,1
2607,Isopropanol,1109,1
2608,Isopropanol,1110,1
2609,Isopropanol,1111,1
2610,Isopropanol,1112,1
2611,Isopropanol,1113,1
2612,Isopropanol,1114,1
2613,Isopropanol,1115,1
2614,Isopropanol,1116,1
2615,Isopropanol,1117,1
2616,Isopropanol,1118,1
2617,Isopropanol,1119,1
2618,Isopropanol,1120,1
2619,Isopropanol,1121,1
2620,Isopropanol,1122,1
2621,Isopropanol,1123,1
2622,Isopropanol,1124,1
2623,Isopropanol,1125,1
2624,Isopropanol,1126,1
2625,Isopropanol,1127,1
2626,Isopropanol,1128,1
2627,Isopropanol,1129,1
2628,Isopropanol,1130,1
2629,Isopropanol,1131,1
2630,Isopropanol,1132,1
2631,Isopropanol,1133,1
2632,Isopropanol,1134,1
2633,Isopropanol,1135,1
2634,Isopropanol,1136,1
2635,Isopropanol,1137,1
2636,Isopropanol,1138,1
2637,Isopropanol,1139,1
2638,Isopropanol,1140,1
2639,Isopropanol,1141,1
2640,Isopropanol,1142,1
2641,Isopropanol,1143,1
2642,Isopropanol,1144,1
2643,Isopropanol,1145,1
2644,Isopropanol,1146,1
2645,Isopropanol,1147,1
2646,Isopropanol,1148,1
2647,Isopropanol,1149,1
2648,Isopropanol,1150,1
2649,Isopropanol,1151,1
2650,Isopropanol,1152,1
2651,Isopropanol,1153,1
2652,Isopropanol,1154,1
2653,Isopropanol,1155,1
2654,Isopropanol,1156,1
2655,Isopropanol,1157,1
2656,Isopropanol,1158,1
2657,Isopropanol,1159,1
2658,Isopropanol,1160,1
2659,Isopropanol,1161,1
2660,Isopropanol,1162,1
2661,Isopropanol,1163,1
2662,Isopropanol,1164,1
2663,Isopropanol,1165,1
2664,Isopropanol,1166,1
2665,Isopropanol,1167,1
2666,Isopropanol,1168,1
2667,Isopropanol,1169,1
2668,Isopropanol,1170,1
2669,Isopropanol,1171,1
2670,Isopropanol,1172,1
2671,Isopropanol,1173,1
2672,Isopropanol,1174,1
2673,Isopropanol,1175,1
2674,Isopropanol,1176,1
2675,Isopropanol,1177,1
2676,Isopropanol,1178,1
2677,Isopropanol,1179,1
2678,Isopropanol,1180,1
2679,Isopropanol,1181,1
2680,Isopropanol,1182,1
2681,Isopropanol,1183,1
2682,Isopropanol,1184,1
2683,Isopropanol,1185,1
2684,Isopropanol,1186,1
2685,Isopropanol,1187,1
2686,Isopropanol,1188,1
2687,Isopropanol,1189,1
2688,Isopropanol,1190,1
2689,Isopropanol,1191,1
2690,Isopropanol,1192,1
2691,Isopropanol,1193,1
2692,Isopropanol,1194,1
2693,Isopropanol,1195,1
2694,Isopropanol,1196,1
2695,Isopropanol,1197,1
2696,Isopropanol,1198,1
2697,Isopropanol,1199,1
2698,Isopropanol,1200,1
2699,Isopropanol,1201,1
2700,Isopropanol,1202,1
2701,Isopropanol,1203,1
2702,Isopropanol,1204,1
2703,Isopropanol,1205,1
2704,Isopropanol,1206,1
2705,Isopropanol,1207,1
2706,Isopropanol,1208,1
2707,Isopropanol,1209,1
2708,Isopropanol,1210,1
2709,Isopropanol,1211,1
2710,Isopropanol,1212,1
2711,Isopropanol,1213,1
2712,Isopropanol,1214,1
2713,Isopropanol,1215,1
2714,Isopropanol,1216,1
2715,Isopropanol,1217,1
2716,Isopropanol,1218,1
2717,Isopropanol,1219,1
2718,Isopropanol,1220,1
2719,Isopropanol,1221,1
2720,Isopropanol,1222,1
2721,Isopropanol,1223,1
2722,Isopropanol,1224,1
2723,Isopropanol,1225,1
2724,Isopropanol,1226,1
2725,Isopropanol,1227,1
2726,Isopropanol,1228,1
2727,Isopropanol,1229,1
2728,Isopropanol,1230,1
2729,Isopropanol,1231,1
2730,Isopropanol,1232,1
2731,Isopropanol,1233,1
2732,Isopropanol,1234,1
2733,Isopropanol,1235,1
2734,Isopropanol,1236,1
2735,Isopropanol,1237,1
2736,Isopropanol,1238,1
2737,Isopropanol,1239,1
2738,Isopropanol,1240,1
2739,Isopropanol,1241,1
2740,Isopropanol,1242,1
2741,Isopropanol,1243,1
2742,Isopropanol,1244,1
2743,Isopropanol,1245,1
2744,Isopropanol,1246,1
2745,Isopropanol,1247,1
2746,Isopropanol,1248,1
2747,Isopropanol,1249,1
2748,Isopropanol,1250,1
2749,Isopropanol,1251,1
2750,Isopropanol,1252,1
2751,Isopropanol,1253,1
2752,Isopropanol,1254,1
2753,Isopropanol,1255,1
2754,Isopropanol,1256,1
2755,Isopropanol,1257,1
2756,Isopropanol,1258,1
2757,Isopropanol,1259,1
2758,Isopropanol,1260,1
2759,Isopropanol,1261,1
2760,Isopropanol,1262,1
2761,Isopropanol,1263,1
2762,Isopropanol,1264,1
2763,Isopropanol,1265,1
2764,Isopropanol,1266,1
2765,Isopropanol,1267,1
2766,Isopropanol,1268,1
2767,Isopropanol,1269,1
2768,Isopropanol,1270,1
2769,Isopropanol,1271,1
2770,Isopropanol,1272,1
2771,Isopropanol,1273,1
2772,Isopropanol,1274,1
2773,Isopropanol,1275,1
2774,Isopropanol,1276,1
2775,Isopropanol,1277,1
2776,Isopropanol,1278,1
2777,Isopropanol,1279,1
2778,Isopropanol,1280,1
2779,Isopropanol,1281,1
2780,Isopropanol,1282,1
2781,Isopropanol,1283,1
2782,Isopropanol,1284,1
2783,Isopropanol,1285,1
2784,Isopropanol,1286,1
2785,Isopropanol,1287,1
2786,Isopropanol,1288,1
2787,Isopropanol,1289,1
2788,Isopropanol,1290,1
2789,Isopropanol,1291,1
2790,Isopropanol,1292,1
2791,Isopropanol,1293,1
2792,Isopropanol,1294,1
2793,Isopropanol,1295,1
2794,Isopropanol,1296,1
2795,Isopropanol,1297,1
2796,Isopropanol,1298,1
2797,Isopropanol,1299,1
2798,Isopropanol,1300,1
2799,Isopropanol,1301,1
2800,Isopropanol,1302,1
2801,Isopropanol,1303,1
2802,Isopropanol,1304,1
2803,Isopropanol,1305,1
2804,Isopropanol,1306,1
2805,Isopropanol,1307,1
2806,Isopropanol,1308,1
2807,Isopropanol,1309,1
2808,Isopropanol,1310,1
2809,Isopropanol,1311,1
2810,Isopropanol,1312,1
2811,Isopropanol,1313,1
2812,Isopropanol,1314,1
2813,Isopropanol,1315,1
2814,Isopropanol,1316,1
2815,Isopropanol,1317,1
2816,Isopropanol,1318,1
2817,Isopropanol,1319,1
2818,Isopropanol,1320,1
2819,Isopropanol,1321,1
2820,Isopropanol,1322,1
2821,Isopropanol,1323,1
2822,Isopropanol,1324,1
2823,Isopropanol,1325,1
2824,Isopropanol,1326,1
2825,Isopropanol,1327,1
2826,Isopropanol,1328,1
2827,Isopropanol,1329,1
2828,Isopropanol,1330,1
2829,Isopropanol,1331,1
2830,Isopropanol,1332,1
2831,Isopropanol,1333,1
2832,Isopropanol,1334,1
2833,Isopropanol,1335,1
2834,Isopropanol,1336,1
2835,Isopropanol,1337,1
2836,Isopropanol,1338,1
2837,Isopropanol,1339,1
2838,Isopropanol,1340,1
2839,Isopropanol,1341,1
2840,Isopropanol,1342,1
2841,Isopropanol,1343,1
2842,Isopropanol,1344,1
2843,Isopropanol,1345,1
2844,Isopropanol,1346,1
2845,Isopropanol,1347,1
2846,Isopropanol,1348,1
2847,Isopropanol,1349,1
2848,Isopropanol,1350,1
2849,Isopropanol,1351,1
2850,Isopropanol,1352,1
2851,Isopropanol,1353,1
2852,Kynurenate,58,1
2853,Kynurenate,59,1
2854,Kynurenate,60,1
2855,Kynurenate,61,1
2856,Kynurenate,62,1
2857,Kynurenate,63,1
2858,Kynurenate,64,1
2859,Kynurenate,65,1
2860,Kynurenate,66,1
2861,Kynurenate,67,1
2862,Kynurenate,68,1
2863,Kynurenate,69,1
2864,Kynurenate,70,1
2865,Lactate,1508,1
2866,Lactate,1509,1
2867,Lactate,1510,1
2868,Lactate,1511,1
2869,Lactate,1512,1
2870,Lactate,1513,1
2871,Lactate,1514,1
2872,Lactate,1515,1
2873,Lactate,1516,1
2874,Lactate,1517,1
2875,Lactate,1518,1
2876,Lactate,1519,1
2877,Lactate,1520,1
2878,Lactate,1521,1
2879,Lactate,1522,1
2880,Lactate,1523,1
2881,Lactate,1524,1
2882,Lactate,1525,1
2883,Lactate,1526,1
2884,Lactate,1527,1
2885,Lactate,1528,1
2886,Lactate,1529,1
2887,Lactate,1530,1
2888,Lactate,1531,1
2889,Lactate,1532,1
2890,Lactate,1533,1
2891,Lactate,1534,1
2892,Lactate,1535,1
2893,Lactate,1536,1
2894,Lactate,1537,1
2895,Lactate,1538,1
2896,Lactate,1539,1
2897,Lactate,1540,1
2898,Lactate,1541,1
2899,Lactate,1542,1
2900,Lactate,1543,1
2901,Lactate,1544,1
2902,Lactate,1545,1
2903,Lactate,1546,1
2904,Lactate,1547,1
2905,Lactate,1548,1
2906,Lactate,1549,1
2907,Lactate,1550,1
2908,Lactate,1551,1
2909,Lactate,1552,1
2910,Lactate,1553,1
2911,Lactate,1554,1
2912,Lactate,1555,1
2913,Lactate,1556,1
2914,Lactate,1557,1
2915,Lactate,1558,1
2916,Lactate,1559,1
2917,Lactate,1560,1
2918,Lactate,1561,1
2919,Lactate,1562,1
2920,Lactate,1563,1
2921,Lactate,1564,1
2922,Lactate,1565,1
2923,Lactate,1566,1
2924,Lactate,1567,1
2925,Lactate,1568,1
2926,Lactate,1569,1
2927,Lactate,1570,1
2928,Lactate,1571,1
2929,Lactate,1572,1
2930,Lactate,1573,1
2931,Lactate,1574,1
2932,Lactate,1575,1
2933,Lactate,1576,1
2934,Lactate,1577,1
2935,Lactate,1578,1
2936,Lactate,1579,1
2937,Lactate,1580,1
2938,Lactate,1581,1
2939,Lactate,1582,1
2940,Lactate,1583,1
2941,Lactate,1584,1
2942,Lactate,1585,1
2943,Lactate,1586,1
2944,Lactate,1587,1
2945,Lactate,1588,1
2946,Lactate,1589,1
2947,Lactate,1590,1
2948,Lactate,1591,1
2949,Lactate,1592,1
2950,Lactate,1593,1
2951,Lactate,1594,1
2952,Lactate,1595,1
2953,Lactate,1596,1
2954,Lactate,1597,1
2955,Lactate,1598,1
2956,Lactate,1599,1
2957,Lactate,1600,1
2958,Lactate,1601,1
2959,Lactate,1602,1
2960,Lactate,1603,1
2961,Lactate,1604,1
2962,Lactate,1605,1
2963,Lactate,1606,1
2964,Lactate,1607,1
2965,Lactate,1608,1
2966,Lactate,1609,1
2967,Lactate,1610,1
2968,Lactate,1611,1
2969,Lactate,1612,1
2970,Lactate,1613,1
2971,Lactate,1614,1
2972,Lactate,1615,1
2973,Lactate,1616,1
2974,Lactate,1617,1
2975,Lactate,1618,1
2976,Lactate,1619,1
2977,Lactate,1620,1
2978,Lactate,1621,1
2979,Lactate,1622,1
2980,Lactate,1623,1
2981,Lactate,1624,1
2982,Lactate,1625,1
2983,Lactate,1626,1
2984,Lactate,1627,1
2985,Lactate,1628,1
2986,Lactate,1629,1
2987,Lactate,1630,1
2988,Lactate,1631,1
2989,Lactate,1632,1
2990,Lactate,1633,1
2991,Lactate,1634,1
2992,Lactate,1635,1
2993,Lactate,1636,1
2994,Lactate,1637,1
2995,Lactate,1638,1
2996,Lactate,1639,1
2997,Lactate,1640,1
2998,Lactate,1641,1
2999,Lactate,1642,1
3000,Lactate,1643,1
3001,Lactate,1644,1
3002,Lactate,1645,1
3003,Lactate,1646,1
3004,Lactate,1647,1
3005,Lactate,1648,1
3006,Lactate,1649,1
3007,Lactate,1650,1
3008,Lactate,1651,1
3009,Lactate,1652,1
3010,Lactate,1653,1
3011,Lactate,1654,1
3012,Lactate,1655,1
3013,Lactate,1656,1
3014,Lactate,1657,1
3015,Lactate,1658,1
3016,Lactate,1659,1
3017,Lactate,1660,1
3018,Lactate,1661,1
3019,Lactate,1662,1
3020,Lactate,1663,1
3021,Lactate,1664,1
3022,Lactate,1665,1
3023,Lactate,1666,1
3024,Lactate,1667,1
3025,Lactate,1668,1
3026,Lactate,1669,1
3027,Lactate,1670,1
3028,Lactate,1671,1
3029,Lactate,1672,1
3030,Lactate,1673,1
3031,Lactate,1674,1
3032,Lactate,1675,1
3033,Lactate,1676,1
3034,Lactate,1677,1
3035,Lactate,1678,1
3036,Lactate,1679,1
3037,Lactate,1680,1
3038,Lactate,1681,1
3039,Lactate,1682,1
3040,Lactate,1683,1
3041,Lactate,1684,1
3042,Lactate,1685,1
3043,Lactate,1686,1
3044,Lactate,1687,1
3045,Lactate,1688,1
3046,Lactate,1689,1
3047,Lactate,1690,1
3048,Lactate,1691,1
3049,Lactate,1692,1
3050,Lactate,1693,1
3051,Lactate,1694,1
3052,Lactate,1695,1
3053,Lactate,1696,1
3054,Lactate,1697,1
3055,Lactate,1698,1
3056,Lactate,1699,1
3057,Lactate,1700,1
3058,Lactate,1701,1
3059,Lactate,1702,1
3060,Lactate,1703,1
3061,Lactate,1704,1
3062,Lactate,1705,1
3063,Lactate,1706,1
3064,Lactate,1707,1
3065,Lactate,1708,1
3066,Lactate,1709,1
3067,Lactate,1710,1
3068,Lactate,1711,1
3069,Lactate,1712,1
3070,Lactate,1713,1
3071,Lactate,1714,1
3072,Lactate,1715,1
3073,Lactate,1716,1
3074,Lactate,1717,1
3075,Lactate,1718,1
3076,Lactate,1719,1
3077,Lactate,1720,1
3078,Lactate,1721,1
3079,Lactate,1722,1
3080,Lactate,1723,1
3081,Lactate,1724,1
3082,Lactate,1725,1
3083,Lactate,1726,1
3084,Lactate,1727,1
3085,Lactate,1728,1
3086,Lactate,1729,1
3087,Lactate,1730,1
3088,Lactate,1731,1
3089,Lactate,1732,1
3090,Lactate,1733,1
3091,Lactate,1734,1
3092,Lactate,1735,1
3093,Lactate,1736,1
3094,Lactate,1737,1
3095,Lactate,1738,1
3096,Lactate,1739,1
3097,Lactate,1740,1
3098,Lactate,1741,1
3099,Lactate,1742,1
3100,Lactate,1743,1
3101,Lactate,1744,1
3102,Lactate,1745,1
3103,Lactate,1746,1
3104,Lactate,1747,1
3105,Lactate,1748,1
3106,Lactate,1749,1
3107,Lactate,1750,1
3108,Lactate,1751,1
3109,Lactate,1752,1
3110,Lactate,1753,1
3111,Lactate,1754,1
3112,Lactate,1755,1
3113,Lactate,1756,1
3114,Lactate,1757,1
3115,Lactate,1758,1
3116,Lactate,1759,1
3117,Lactate,1760,1
3118,Lactate,1761,1
3119,Lactate,1762,1
3120,Lactate,1763,1
3121,Lactate,1764,1
3122,Lactate,1765,1
3123,Lactate,1766,1
3124,Lactate,1767,1
3125,Lactate,1768,1
3126,Lactate,1769,1
3127,Lactate,1770,1
3128,Lactate,1771,1
3129,Lactate,1772,1
3130,Lactate,1773,1
3131,Lactate,1774,1
3132,Lactate,1775,1
3133,Lactate,1776,1
3134,Lactate,1777,1
3135,Lactate,1778,1
3136,Lactate,1779,1
3137,Lactate,1780,1
3138,Lactate,1781,1
3139,Lactate,1782,1
3140,Lactate,1783,1
3141,Lactate,1784,1
3142,Lactate,1785,1
3143,Lactate,1786,1
3144,Lactate,1787,1
3145,Lactate,1788,1
3146,Lactate,1789,1
3147,Lactate,1790,1
3148,Lactate,1791,1
3149,Lactate,1792,1
3150,Lactate,1793,1
3151,Lactate,1794,1
3152,Lactate,1795,1
3153,Lactate,1796,1
3154,Lactate,1797,1
3155,Lactate,1798,1
3156,Lactate,1799,1
3157,Lactate,1800,1
3158,Lactate,1801,1
3159,Lactate,1802,1
3160,Lactate,1803,1
3161,Lactate,1804,1
3162,Lactate,1805,1
3163,Lactate,1806,1
3164,Lactate,1807,1
3165,Lactate,1808,1
3166,Lactate,1809,1
3167,Lactate,1810,1
3168,Lactate,1811,1
3169,Lactate,1812,1
3170,Lactate,1813,1
3171,Lactate,1814,1
3172,Lactate,1815,1
3173,Lactate,1816,1
3174,Lactate,1817,1
3175,Lactate,1818,1
3176,Lactate,1819,1
3177,Lactate,1820,1
3178,Lactate,1821,1
3179,Lactate,1822,1
3180,Lactate,1823,1
3181,Lactate,1824,1
3182,Lactate,1825,1
3183,Lactate,1826,1
3184,Lactate,1827,1
3185,Lactate,1828,1
3186,Lactate,1829,1
3187,Lactate,1830,1
3188,Lactate,1831,1
3189,Lactate,1832,1
3190,Lactate,1833,1
3191,Lactate,1834,1
3192,Lactate,1835,1
3193,Lactate,1836,1
3194,Lactate,1837,1
3195,Lactate,1838,1
3196,Lactate,1839,1
3197,Lactate,1840,1
3198,Lactate,1841,1
3199,Lactate,1842,1
3200,Lactate,1843,1
3201,Lactate,1844,1
3202,Mannose,18,1
3203,Mannose,19,1
3204,Mannose,20,1
3205,Mannose,21,1
3206,Mannose,22,1
3207,Methanol,9,1
3208,Methanol,10,1
3209,Methanol,11,1
3210,Methylamine,4,1
3211,Methylguanidine,7,1
3212,Methylguanidine,8,1
3213,Methylguanidine,9,1
3214,N.N.Dimethylglycine,19,1
3215,N.N.Dimethylglycine,20,1
